popularity_rank,spotify_name,returned_spotify_id,monthly_listeners,origin_cluster,mapping_tier,mapping_method,fua_code,official_fua_name,study_city_label,population_year,population,notes
17,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,25836943,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
18,The Cure,7bu3H8JO7d0UbMoVzbo70s,25827890,Crawley,strict,exact_study_label,UK576F,Crawley,Crawley,2021.0,118607.0,Origin cluster matches the OECD FUA study label.
19,Sade,47zz7sob9NUcODy0BTDvKx,25528819,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
20,Disclosure,6nS5roXSAGhTGr34W6n7Et,25360907,Reigate,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made without an official locality-to-FUA crosswalk.
21,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,23781006,Bath,strict,reviewed_label_alias,UK031F,Bath and North East Somerset,Bath and North East Somerset,2021.0,192419.0,Bath is the short study label for Bath and North East Somerset FUA.
22,Keane,53A0W3U0s8diEn9RhXQhVz,23259577,Battle,reviewed_extended,nearby_fua_sensitivity,UK056F,Hastings,Hastings,2021.0,184383.0,Included only in the extended sensitivity view as a reviewed association with Hastings FUA.
23,The Smiths,3yY2gUcIsjMr8hjo51PoJ8,22515532,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
24,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,22166012,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
25,Muse,12Chz98pHFMPJEknJQMWvI,20942571,Teignmouth,reviewed_extended,nearby_fua_sensitivity,UK018F,Exeter,Exeter,2021.0,499952.0,Included only in the extended sensitivity view as a reviewed association with Exeter FUA.
26,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,20605707,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
27,The 1975,3mIj9lX2MWuHmhNCA7LSCW,18915018,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
28,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,18288641,Birmingham,strict,exact_study_label,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,Origin cluster matches the OECD FUA study label.
29,The Outfield,1zxDewzd2j1ZdSBGaYcr0y,17941634,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
30,Depeche Mode,762310PdDnwsDxAQxzQkfX,17667155,Basildon,reviewed_extended,metropolitan_fua_sensitivity,UK001F,London,London,2021.0,12274097.0,Included only in the extended sensitivity view as a reviewed association with London FUA.
31,America,35U9lQaRWSQISxQAB94Meo,17384987,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
32,The Verve,2cGwlqi3k18jFpUyTrsR84,16374768,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
33,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,15134650,Birmingham,strict,exact_study_label,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,Origin cluster matches the OECD FUA study label.
34,Eurythmics,0NKDgy9j66h3DLnN8qu1bB,14843560,Sunderland,strict,exact_study_label,UK510F,Sunderland,Sunderland,2021.0,274378.0,Origin cluster matches the OECD FUA study label.
35,Little Mix,3e7awlrlDSwF3iM0WBjGMp,14779473,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
36,The Clash,3RGLhK1IP9jnYFH4BRFJBS,14589467,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
37,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,14381934,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
38,Blur,7MhMgCo0Bl0Kukl93PZbYS,14009757,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
39,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,13707032,Sheffield,strict,exact_study_label,UK010F,Sheffield,Sheffield,2021.0,1168389.0,Origin cluster matches the OECD FUA study label.
40,Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,13274460,Dundee,strict,reviewed_label_alias,UK550F,Dundee City,Dundee City,2021.0,261740.0,Dundee is the short study label for Dundee City FUA.
41,Spice Girls,0uq5PttqEjj3IH1bzwcrXF,12877807,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
42,The Animals,3ICflSq6ZgYAIrm2CTkfVP,12324330,Newcastle upon Tyne,strict,exact_official_label,UK013F,Newcastle upon Tyne,Newcastle,2021.0,1173303.0,Origin cluster matches the official OECD FUA name.
43,Rudimental,4WN5naL3ofxrVBgFpguzKo,11737472,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
44,Faithless,5T4UKHhr4HGIC0VzdZQtAE,11726956,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
45,Disciples,5EehXjjMktLuJmbRsM7YfB,11691137,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
46,Jungle,59oA5WbbQvomJz2BuRG071,11614048,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
47,bôa,5jTtGLk1mGFMY5lQOvJYUj,11444869,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
48,Cutting Crew,3cniTumSiUysiPWXapGx1i,10972839,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
49,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,10807735,Glasgow,strict,exact_study_label,UK004F,Glasgow,Glasgow,2021.0,1831890.0,Origin cluster matches the OECD FUA study label.
50,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,10792689,Sheffield,strict,exact_study_label,UK010F,Sheffield,Sheffield,2021.0,1168389.0,Origin cluster matches the OECD FUA study label.
51,Pet Shop Boys,2ycnb8Er79LoH2AsR5ldjh,10634217,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
52,The Hollies,6waa8mKu91GjzD4NlONlNJ,10112715,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
53,Wham!,5lpH0xAS4fVfLkACg9DAuM,10018855,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
54,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,9884423,Bangor,reviewed_extended,metropolitan_fua_sensitivity,UK012F,Belfast,Belfast,2021.0,803943.0,Included only in the extended sensitivity view as a reviewed association with Belfast FUA.
55,The Stranglers,0RUEHcBiENFEqxgicqS2ig,9836875,Guildford,strict,exact_study_label,UK033F,Guildford,Guildford,2021.0,272893.0,Origin cluster matches the OECD FUA study label.
56,Simple Minds,6hN9F0iuULZYWXppob22Aj,9628717,Glasgow,strict,exact_study_label,UK004F,Glasgow,Glasgow,2021.0,1831890.0,Origin cluster matches the OECD FUA study label.
57,Bronski Beat,2wpWOzQE5TpA0dVnh5YD08,9566679,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
58,Seafret,4Ly0KABsxlx4fNj63zJTrF,9520023,Bridlington,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made without an official locality-to-FUA crosswalk.
59,Genesis,3CkvROUTQ6nRi9yQOcsB50,9434858,Godalming,reviewed_extended,nearby_fua_sensitivity,UK033F,Guildford,Guildford,2021.0,272893.0,Included only in the extended sensitivity view as a reviewed association with Guildford FUA.
60,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,9335819,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
61,UB40,69MEO1AADKg1IZrq2XLzo5,9327767,Birmingham,strict,exact_study_label,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,Origin cluster matches the OECD FUA study label.
62,The Chemical Brothers,1GhPHrq36VKCY3ucVaZCfo,9143502,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
63,Simply Red,1fa0cOhromAZdq2xRA4vv8,9097250,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
64,Jamiroquai,6J7biCazzYhU3gM9j1wfid,9068742,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
65,Iron Maiden,6mdiAmATAx73kdxrNrnlao,9029433,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
66,Toploader,6xeFne1rkxMhKSW3ipvkdV,8829850,Eastbourne,strict,exact_study_label,UK055F,Eastbourne,Eastbourne,2021.0,101601.0,Origin cluster matches the OECD FUA study label.
67,New Order,0yNLKJebCb8Aueb54LYya3,8786188,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
68,Massive Attack,6FXMGgJwohJLUSr5nVlf9X,8692931,Bristol,strict,exact_study_label,UK011F,Bristol,Bristol,2021.0,979556.0,Origin cluster matches the OECD FUA study label.
69,The Who,67ea9eGLXYMsO2eYQRui3w,8659112,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
70,D-Block Europe,5VadK1havLhK1OpKYsXv9y,8351560,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
71,alt-J,3XHO7cRUPCLOr6jwp8vsx5,8110938,Leeds,strict,exact_study_label,UK003F,Leeds,Leeds,2021.0,2969034.0,Origin cluster matches the OECD FUA study label.
72,The Proclaimers,1A92IAcd7A6npCA33oGM5i,8100195,Auchtermuchty,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made without an official locality-to-FUA crosswalk.
73,Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,7999321,Birmingham,strict,exact_study_label,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,Origin cluster matches the OECD FUA study label.
74,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,7864488,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
75,Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,7695790,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
76,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,7552797,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
77,Goodboys,2nm38smINjms1LtczR0Cei,7292613,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
78,The Wanted,2NhdGz9EDv2FeUw6udu2g1,7143333,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
79,Culture Club,6kz53iCdBSqhQCZ21CoLcc,7076755,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
80,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,6998809,Hertford,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made without an official locality-to-FUA crosswalk.
81,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,6950019,Brighton,strict,reviewed_label_alias,UK515F,Brighton and Hove,Brighton and Hove,2021.0,441252.0,Brighton is the short study label for Brighton and Hove FUA.
82,La Roux,3K2zB87GZv1krx031en5VA,6858904,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
83,10cc,6i6WlGzQtXtz7GcC5H5st5,6808182,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
84,CamelPhat,240wlM8vDrf6S4zCyzGj2W,6543464,Liverpool,strict,exact_study_label,UK006F,Liverpool,Liverpool,2021.0,1540817.0,Origin cluster matches the OECD FUA study label.
85,Take That,1XgFuvRd7r5g0h844A5ZUQ,6539015,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
86,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,6249726,Middlesbrough,strict,exact_study_label,UK559F,Middlesbrough,Middlesbrough,2021.0,570155.0,Origin cluster matches the OECD FUA study label.
87,The Vamps,7gAppWoH7pcYmphCVTXkzs,6167219,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
88,The Human League,1aX2dmV8XoHYCOQRxjPESG,6085844,Sheffield,strict,exact_study_label,UK010F,Sheffield,Sheffield,2021.0,1168389.0,Origin cluster matches the OECD FUA study label.
89,Pretenders,0GByy3DcfbQwDvXGCWmzv9,6044974,Hereford,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made without an official locality-to-FUA crosswalk.
90,AlunaGeorge,2VAnyOxzJuSAj7XIuEOT38,6010368,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
91,Portishead,6liAMWkVf5LH7YR9yfFy1Y,5958911,Bristol,strict,exact_study_label,UK011F,Bristol,Bristol,2021.0,979556.0,Origin cluster matches the OECD FUA study label.
92,Frou Frou,6MUyqmIQ35inLjch0YzIEG,5930276,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
93,Soft Cell,6aq8T2RcspxVOGgMrTzjWc,5766246,Leeds,strict,exact_study_label,UK003F,Leeds,Leeds,2021.0,2969034.0,Origin cluster matches the OECD FUA study label.
94,Stealers Wheel,7bPU7cvfoD20ixGD9Qnqki,5726001,Paisley,reviewed_extended,metropolitan_fua_sensitivity,UK004F,Glasgow,Glasgow,2021.0,1831890.0,Included only in the extended sensitivity view as a reviewed association with Glasgow FUA.
95,Katrina & The Waves,2TzHIUhVpeeDxyJPpQfnV3,5671000,Cambridge,strict,exact_study_label,UK017F,Cambridge,Cambridge,2021.0,396189.0,Origin cluster matches the OECD FUA study label.
96,LF SYSTEM,0HxX6imltnNXJyQhu4nsiO,5611864,West Lothian,reviewed_extended,metropolitan_fua_sensitivity,UK007F,Edinburgh,Edinburgh,2021.0,893610.0,Included only in the extended sensitivity view as a reviewed association with Edinburgh FUA.
97,Everything But The Girl,13ccXrK7AmXb4TddMkE7jy,5607393,Kingston upon Hull,strict,exact_official_label,UK026F,Kingston upon Hull,Hull,2021.0,609661.0,Origin cluster matches the official OECD FUA name.
98,The La's,47Z8LEl3LnQkcpva0xSthT,5581915,Liverpool,strict,exact_study_label,UK006F,Liverpool,Liverpool,2021.0,1540817.0,Origin cluster matches the OECD FUA study label.
99,The xx,3iOvXCl6edW5Um0fXEBRXy,5459918,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
100,Fine Young Cannibals,20p5D2KrE8CGuOjHtxsyTp,5309505,Birmingham,strict,exact_study_label,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,Origin cluster matches the OECD FUA study label.
101,Stereophonics,21UJ7PRWb3Etgsu99f8yo8,5187258,Cwmaman,reviewed_extended,nearby_fua_sensitivity,UK009F,Cardiff,Cardiff,2021.0,905859.0,Included only in the extended sensitivity view as a reviewed association with Cardiff FUA.
102,Bush,78SHxLdtysAXgywQ4vE0Oa,5127264,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
103,Cocteau Twins,5Wabl1lPdNOeIn0SQ5A1mp,5124023,Grangemouth,reviewed_extended,nearby_fua_sensitivity,UK551F,Falkirk,Falkirk,2021.0,158760.0,Included only in the extended sensitivity view as a reviewed association with Falkirk FUA.
104,Bullet For My Valentine,7iWiAD5LLKyiox2grgfmUT,5036374,Bridgend,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made without an official locality-to-FUA crosswalk.
105,The Prodigy,4k1ELeJKT1ISyDv8JivPpB,5031555,Braintree,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made without an official locality-to-FUA crosswalk.
106,The Zombies,2jgPkn6LuUazBoBk6vvjh5,5025277,St Albans,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made without an official locality-to-FUA crosswalk.
107,Hot Chocolate,72VzFto8DYvKHocaHYNWSi,5017699,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
108,The Alan Parsons Project,2m62cc253Xvd9qYQ8d2X3d,4991688,Glasgow,strict,exact_study_label,UK004F,Glasgow,Glasgow,2021.0,1831890.0,Origin cluster matches the OECD FUA study label.
109,Chase & Status,3jNkaOXasoc7RsxdchvEVq,4913546,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
110,Wings,3sFhA6G1N0gG1pszb6kk1m,4863252,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
111,Hurts,3w4VAlllkAWI6m0AV0Gn6a,4854547,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
112,Erasure,0z5DFXmhT4ZNzWElsM7V89,4832016,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
113,Chumbawamba,0TcYeHEK9sBtv7xPbKhzHz,4700579,Burnley,strict,exact_study_label,UK050F,Burnley,Burnley,2021.0,190553.0,Origin cluster matches the OECD FUA study label.
114,A Flock Of Seagulls,0uAjBatvB4ubpd4kCfjmNt,4670482,Liverpool,strict,exact_study_label,UK006F,Liverpool,Liverpool,2021.0,1540817.0,Origin cluster matches the OECD FUA study label.
115,Slowdive,72X6FHxaShda0XeQw3vbeF,4658345,Reading,strict,exact_study_label,UK552F,Reading,Reading,2021.0,351602.0,Origin cluster matches the OECD FUA study label.
116,Supergrass,0sHeX8oQ6o7xic3wMf4NBU,4645328,Wheatley,reviewed_extended,nearby_fua_sensitivity,UK560F,Oxford,Oxford,2021.0,576725.0,Included only in the extended sensitivity view as a reviewed association with Oxford FUA.
117,Cream,74oJ4qxwOZvX6oSsu1DGnw,4518268,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
118,Motörhead,1DFr97A9HnbV3SKTJFu62M,4453633,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
119,Yes,7AC976RDJzL2asmZuz7qil,4447983,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
120,Nazareth,6fvN9GmMCVKb5LY0WsnjFP,4341186,Dunfermline,reviewed_extended,metropolitan_fua_sensitivity,UK007F,Edinburgh,Edinburgh,2021.0,893610.0,Included only in the extended sensitivity view as a reviewed association with Edinburgh FUA.
121,Foals,6FQqZYVfTNQ1pCqfkwVFEa,4201622,Oxford,strict,exact_study_label,UK560F,Oxford,Oxford,2021.0,576725.0,Origin cluster matches the OECD FUA study label.
122,Sidewalks and Skeletons,48nHO1cuTbpx4ELhChsxX1,4198181,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
123,LSD,6IZ4ctovY9dl7bgHClAvKJ,4191261,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
124,FLO,0s4kXsjYeH0S1xRyVGN4NO,4183163,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
125,The Foundations,4GITZM5LCR2KcdlgEOrNLD,4165829,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
126,CHVRCHES,3CjlHNtplJyTf9npxaPl5w,4152413,Glasgow,strict,exact_study_label,UK004F,Glasgow,Glasgow,2021.0,1831890.0,Origin cluster matches the OECD FUA study label.
127,Maribou State,7zrkALJ9ayRjzysp4QYoEg,4147945,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
128,Joy Division,432R46LaYsJZV2Gmc4jUV5,4140711,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
129,Studio Killers,7avo0PmlW8O1YLEt9DnWQT,4136257,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
130,The Fratellis,3M4ThdJR28z9eSMcQHAZ5G,4131358,Glasgow,strict,exact_study_label,UK004F,Glasgow,Glasgow,2021.0,1831890.0,Origin cluster matches the OECD FUA study label.
131,Judas Priest,2tRsMl4eGxwoNabM08Dm4I,4112763,Birmingham,strict,exact_study_label,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,Origin cluster matches the OECD FUA study label.
132,T. Rex,3dBVyJ7JuOMt4GE9607Qin,4010971,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
133,Metronomy,54QMjE4toDfiCryzYWCpXX,3971668,Totnes,reviewed_extended,nearby_fua_sensitivity,UK561F,Torbay,Torbay,2021.0,139440.0,Included only in the extended sensitivity view as a reviewed association with Torbay FUA.
134,Talk Talk,7Fo8TAyGJr4VmhE68QamMf,3944807,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
135,HONNE,0Vw76uk7P8yVtTClWyOhac,3880260,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
136,Bananarama,3sc7iUG1Wwpwx7bHeZolgx,3805410,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
137,Underworld,1PXHzxRDiLnjqNrRn2Xbsa,3783264,Romford,strict,documented_london_locality,UK001F,London,London,2021.0,12274097.0,Romford is within the London Borough of Havering and is assigned to London FUA.
138,Blue,2yEkZBBjhzKzt6LF5XMaFi,3677775,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
139,Kasabian,11wRdbnoYqRddKBrpHt4Ue,3649101,Leicester,strict,exact_study_label,UK014F,Leicester,Leicester,2021.0,922812.0,Origin cluster matches the OECD FUA study label.
140,SAULT,1uRxRKC7d9zwYGSRflTKDR,3625737,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
141,Bad Company,5AEG63ajney2BoDXi0Vb84,3616192,Westminster,strict,documented_london_locality,UK001F,London,London,2021.0,12274097.0,Westminster is within London and is assigned to London FUA.
142,Madness,4AYkFtEBnNnGuoo8HaHErd,3611935,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
143,Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,3587725,Southend-on-Sea,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made without an official locality-to-FUA crosswalk.
144,Wet Leg,2TwOrUcYnAlIiKmVQkkoSZ,3584069,Isle of Wight,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,The OECD UK population file contains no Isle of Wight FUA.
145,Wolf Alice,3btzEQD6sugImIHPMRgkwV,3575621,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
146,The Irrepressibles,1v5bOzXbhrQ57qSvRwGA6s,3531545,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
147,Sophie and the Giants,4FrXHrpbDLNyO3pbVv8RmF,3507868,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
148,The Stone Roses,1lYT0A0LV5DUfxr6doRP3d,3488308,Manchester,strict,exact_study_label,UK008F,Manchester,Manchester,2021.0,3432092.0,Origin cluster matches the OECD FUA study label.
