fua_code,study_city_label,population,radius_metres,element_key,category,name,osm_tags
UK012F,Belfast,803943,15000,way:10289248,University,Union Theological College,"{""amenity"": ""university"", ""education"": ""university"", ""name"": ""Union Theological College""}"
UK012F,Belfast,803943,15000,way:133261495,University,"Ulster University, Belfast Campus","{""addr:city"": ""Belfast"", ""addr:country"": ""GB"", ""addr:postcode"": ""BT15 1ED"", ""addr:street"": ""York Street"", ""amenity"": ""university"", ""education"": ""university"", ""name"": ""Ulster University, Belfast Campus"", ""operator"": ""Ulster University""}"
UK012F,Belfast,803943,15000,way:182844121,Arts centre,The MAC,"{""addr:city"": ""Belfast"", ""addr:housename"": ""The MAC (Metropolitan Arts Centre)"", ""addr:housenumber"": ""10"", ""addr:postcode"": ""BT1 2NJ"", ""addr:street"": ""Exchange Street West"", ""amenity"": ""arts_centre"", ""amenity_1"": ""theatre"", ""building"": ""yes"", ""contact:website"": ""https://themaclive.com/"", ""fee"": ""no"", ""name"": ""The MAC"", ""opening_hours"": ""Mo-Su 10:00-19:00"", ""toilets:wheelchair"": ""yes"", ""tourism"": ""gallery"", ""wheelchair"": ""yes""}"
UK012F,Belfast,803943,15000,way:182847424,University,Stranmillis University College,"{""amenity"": ""university"", ""name"": ""Stranmillis University College"", ""website"": ""https://www.stran.ac.uk/""}"
UK012F,Belfast,803943,15000,way:256651844,Nightclub,The Limelight,"{""addr:city"": ""Belfast"", ""addr:housename"": ""Mcavoy House"", ""addr:housenumber"": ""17A"", ""addr:postcode"": ""BT2 8HD"", ""addr:street"": ""Ormeau Avenue"", ""amenity"": ""nightclub"", ""building"": ""retail"", ""building:material"": ""brick"", ""fhrs:id"": ""60090"", ""name"": ""The Limelight"", ""operator"": ""MCD / Shine Productions"", ""source"": ""Bing"", ""source:addr"": ""FHRS Open Data"", ""website"": ""https://www.limelightbelfast.com/"", ""wheelchair"": ""limited"", ""wikidata"": ""Q7747366"", ""wikipedia"": ""en:Limelight (Belfast)""}"
UK012F,Belfast,803943,15000,way:284864396,University,"Ulster University, Jordanstown Campus","{""addr:city"": ""Newtownabbey"", ""addr:postcode"": ""BT37 0QB"", ""addr:street"": ""Shore Road"", ""amenity"": ""university"", ""education"": ""university"", ""fixme"": ""Extent of campus needs correction"", ""name"": ""Ulster University, Jordanstown Campus"", ""operator"": ""Ulster University""}"
UK012F,Belfast,803943,15000,way:364180385,Nightclub,Alibi,"{""addr:city"": ""Belfast"", ""addr:housenumber"": ""23-31"", ""addr:postcode"": ""BT7 1RR"", ""addr:street"": ""Bradbury Place"", ""amenity"": ""nightclub"", ""building"": ""yes"", ""building:levels"": ""3"", ""fhrs:id"": ""57145"", ""name"": ""Alibi"", ""phone"": ""+44 28 90233131"", ""source:addr"": ""FHRS Open Data"", ""website"": ""https://alibibelfast.com/"", ""wheelchair"": ""yes"", ""wheelchair:description"": ""Elevator to all 3 floors""}"
UK012F,Belfast,803943,15000,way:377995066,University,St. Mary's University College,"{""addr:city"": ""Belfast"", ""addr:housenumber"": ""191"", ""addr:postcode"": ""BT12 6FE"", ""addr:street"": ""Falls Road"", ""amenity"": ""university"", ""language:ga"": ""yes"", ""name"": ""St. Mary's University College"", ""name:ga"": ""Col\u00e1iste Ollscoile Naomh Muire"", ""name:la"": ""Collegium Universitatis Sanctae Mariae"", ""website"": ""https://www.stmarys-belfast.ac.uk/"", ""wikidata"": ""Q7590448"", ""wikipedia"": ""en:St Mary's University College, Belfast""}"
UK012F,Belfast,803943,15000,way:398510788,University,Riddel Hall,"{""amenity"": ""university"", ""name"": ""Riddel Hall""}"
UK012F,Belfast,803943,15000,way:398510790,University,University square,"{""amenity"": ""university"", ""name"": ""University square""}"
UK012F,Belfast,803943,15000,way:398510791,University,,"{""amenity"": ""university""}"
UK012F,Belfast,803943,15000,way:422423676,Nightclub,Lux,"{""addr:city"": ""Belfast"", ""addr:housenumber"": ""16"", ""addr:postcode"": ""BT1 2LH"", ""addr:street"": ""Dunbar Street"", ""amenity"": ""nightclub"", ""building"": ""yes"", ""fhrs:id"": ""59194"", ""name"": ""Lux"", ""source:addr"": ""FHRS Open Data""}"
UK012F,Belfast,803943,15000,way:426131703,Arts centre,Crescent Arts Centre,"{""addr:city"": ""Belfast"", ""addr:housenumber"": ""2-4"", ""addr:postcode"": ""BT7 1NH"", ""addr:street"": ""University Road"", ""amenity"": ""arts_centre"", ""building"": ""civic"", ""building:levels"": ""4"", ""check_date"": ""2024-10-25"", ""name"": ""Crescent Arts Centre"", ""wikidata"": ""Q5184321"", ""wikipedia"": ""en:Crescent Arts Centre""}"
UK012F,Belfast,803943,15000,way:440735679,Arts centre,ArtsEkta,"{""addr:city"": ""Belfast"", ""addr:housename"": ""Olive Tree House"", ""addr:housenumber"": ""23-29"", ""addr:postcode"": ""BT1 5EA"", ""addr:street"": ""Fountain Street"", ""amenity"": ""arts_centre"", ""building"": ""yes"", ""name"": ""ArtsEkta"", ""phone"": ""+44 28 9023 1381"", ""website"": ""https://artsekta.org.uk""}"
UK012F,Belfast,803943,15000,way:454883951,Nightclub,Boom Box,"{""amenity"": ""nightclub"", ""building"": ""yes"", ""name"": ""Boom Box""}"
UK012F,Belfast,803943,15000,way:492283294,Nightclub,Foundry,"{""addr:city"": ""Belfast"", ""addr:county"": ""Antrim"", ""addr:housename"": ""Bankmore Square"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""BT7 1DH"", ""addr:street"": ""Marcus Ward Street"", ""amenity"": ""nightclub"", ""fhrs:id"": ""916777"", ""name"": ""Foundry""}"
UK012F,Belfast,803943,15000,way:505091359,Arts centre,Cultúrlann McAdam Ó Fiaich,"{""addr:city"": ""Belfast"", ""addr:housenumber"": ""216"", ""addr:street"": ""Falls Road"", ""amenity"": ""arts_centre"", ""building"": ""yes"", ""name"": ""Cult\u00farlann McAdam \u00d3 Fiaich"", ""name:ga"": ""Cult\u00farlann McAdam \u00d3 Fiaich"", ""website"": ""https://www.culturlann.ie/ga"", ""wikidata"": ""Q13157183"", ""wikipedia"": ""ga:Cult\u00farlann McAdam \u00d3 Fiaich""}"
UK012F,Belfast,803943,15000,way:863522539,Music shop,Voodoo Soup Records,"{""addr:city"": ""Belfast"", ""addr:housenumber"": ""17"", ""addr:postcode"": ""BT1 1JQ"", ""addr:street"": ""Winetavern Street"", ""building"": ""yes"", ""building:colour"": ""#bebdbb"", ""building:levels"": ""3"", ""building:material"": ""plaster"", ""name"": ""Voodoo Soup Records"", ""opening_hours"": ""Mo-Sa 10:00-18:00; Su 13:00-17:00"", ""phone"": ""+44 7563 147949"", ""roof:material"": ""slate"", ""roof:orientation"": ""across"", ""roof:shape"": ""gabled"", ""shop"": ""music"", ""website"": ""https://voodoo-soup-records-vinyl-records.business.site/""}"
UK012F,Belfast,803943,15000,way:1336456132,University,Queen's University Sport,"{""amenity"": ""university"", ""name"": ""Queen's University Sport""}"
UK002F,Birmingham,3135994,15000,node:257905960,Nightclub,Popworld,"{""addr:city"": ""Solihull"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""B91 3AB"", ""addr:street"": ""Poplar Road"", ""amenity"": ""nightclub"", ""fhrs:id"": ""1529589"", ""name"": ""Popworld"", ""operator"": ""Stonegate Pub Company"", ""source"": ""survey"", ""website"": ""https://www.popworldparty.co.uk/solihull""}"
UK002F,Birmingham,3135994,15000,node:258359920,Nightclub,Vauxhall Sports and Social Club,"{""amenity"": ""nightclub"", ""name"": ""Vauxhall Sports and Social Club"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:267731216,Nightclub,Yardley and District Sports and Social Club,"{""amenity"": ""nightclub"", ""name"": ""Yardley and District Sports and Social Club""}"
UK002F,Birmingham,3135994,15000,node:283112613,Nightclub,Chelmsley and District Conservative Club,"{""amenity"": ""nightclub"", ""name"": ""Chelmsley and District Conservative Club"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:313203126,Nightclub,Club Retro,"{""amenity"": ""nightclub"", ""fixme"": ""Check extant"", ""flickr"": ""https://www.flickr.com/photos/ell-r-brown/8059988691"", ""name"": ""Club Retro"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:315463326,Nightclub,Bambu,"{""amenity"": ""nightclub"", ""name"": ""Bambu"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:315463336,Nightclub,101 Nightclub,"{""addr:city"": ""Birmingham"", ""addr:housenumber"": ""70"", ""addr:postcode"": ""B5 4TD"", ""addr:street"": ""Hurst Street"", ""amenity"": ""nightclub"", ""check_date"": ""2025-03-17"", ""name"": ""101 Nightclub"", ""phone"": ""+44 7376 412594"", ""source"": ""survey"", ""wheelchair"": ""no""}"
UK002F,Birmingham,3135994,15000,node:315465079,Nightclub,Scarlets,"{""amenity"": ""nightclub"", ""name"": ""Scarlets"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:317065767,Nightclub,Rubery & Rednal Royal British Legion Club,"{""addr:city"": ""Birmingham"", ""addr:housenumber"": ""64"", ""addr:postcode"": ""B45 9HY"", ""addr:street"": ""New Road"", ""amenity"": ""nightclub"", ""name"": ""Rubery & Rednal Royal British Legion Club"", ""source"": ""survey"", ""website"": ""https://www.ruberybritishlegion.com/""}"
UK002F,Birmingham,3135994,15000,node:320045406,Nightclub,Barnt Green Social Club,"{""addr:city"": ""Birmingham"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""B45 8BT"", ""addr:street"": ""Blackwell Road"", ""amenity"": ""nightclub"", ""name"": ""Barnt Green Social Club"", ""opening_hours"": ""Mo-We 15:00-23:00; Th 15:00-23:30; Fr 14:00-23:30; Sa 13:00-23:30; Su 12:30-23:00"", ""website"": ""https://barntgreensocialclub.co.uk/""}"
UK002F,Birmingham,3135994,15000,node:337678231,Nightclub,Springfield Social Club,"{""addr:housenumber"": ""198"", ""addr:postcode"": ""B65 8PX"", ""addr:street"": ""Dudley Road"", ""amenity"": ""nightclub"", ""fhrs:id"": ""575710"", ""name"": ""Springfield Social Club"", ""source"": ""survey"", ""source:addr"": ""FHRS Open Data""}"
UK002F,Birmingham,3135994,15000,node:337702942,Nightclub,Rowley & Blackheath Labour Club Ltd,"{""addr:housenumber"": ""5"", ""addr:postcode"": ""B65 9AL"", ""addr:street"": ""Hawes Lane"", ""amenity"": ""nightclub"", ""fhrs:id"": ""372090"", ""name"": ""Rowley & Blackheath Labour Club Ltd"", ""source"": ""survey"", ""source:addr"": ""FHRS Open Data""}"
UK002F,Birmingham,3135994,15000,node:337826157,Nightclub,Rowley Regis Conservative Club,"{""amenity"": ""nightclub"", ""name"": ""Rowley Regis Conservative Club"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:340414784,Nightclub,Blackheath Liberal Club,"{""addr:housenumber"": ""51"", ""addr:postcode"": ""B65 0EP"", ""addr:street"": ""John Street"", ""amenity"": ""nightclub"", ""fhrs:id"": ""575709"", ""name"": ""Blackheath Liberal Club"", ""source"": ""survey"", ""source:addr"": ""FHRS Open Data""}"
UK002F,Birmingham,3135994,15000,node:351768239,Nightclub,King VN,"{""amenity"": ""nightclub"", ""name"": ""King VN"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:361121961,Nightclub,Hill & Cakemore Conservative Club,"{""amenity"": ""nightclub"", ""name"": ""Hill & Cakemore Conservative Club"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:507143548,Nightclub,Demons,"{""addr:city"": ""Dudley"", ""addr:housenumber"": ""93"", ""addr:postcode"": ""DY2 8NZ"", ""addr:street"": ""King Street"", ""amenity"": ""nightclub"", ""fhrs:id"": ""1554320"", ""name"": ""Demons"", ""source:addr"": ""FHRS Open Data""}"
UK002F,Birmingham,3135994,15000,node:534350710,Nightclub,Cradley Heath Labour Club,"{""amenity"": ""nightclub"", ""name"": ""Cradley Heath Labour Club""}"
UK002F,Birmingham,3135994,15000,node:556519658,Nightclub,Spring Meadow Social Club,"{""addr:housenumber"": ""1"", ""addr:postcode"": ""B64 6LB"", ""addr:street"": ""Spring Meadow"", ""amenity"": ""nightclub"", ""fhrs:id"": ""575629"", ""name"": ""Spring Meadow Social Club"", ""source"": ""survey"", ""source:addr"": ""FHRS Open Data""}"
UK002F,Birmingham,3135994,15000,node:564740246,Music shop,Emortal Records,"{""addr:city"": ""Birmingham"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""B30 2JY"", ""addr:street"": ""Bournville Lane"", ""name"": ""Emortal Records"", ""opening_hours"": ""Tu-Sa 11:00-20:00"", ""phone"": ""+44 7447 352022"", ""shop"": ""music"", ""website"": ""https://www.emortalrecords.com/""}"
UK002F,Birmingham,3135994,15000,node:659795953,Nightclub,Hasbury Conservative Club,"{""addr:housenumber"": ""91"", ""addr:postcode"": ""B63 4NZ"", ""addr:street"": ""Blackberry Lane"", ""amenity"": ""nightclub"", ""fhrs:id"": ""1730021"", ""name"": ""Hasbury Conservative Club"", ""source"": ""survey"", ""source:addr"": ""FHRS Open Data""}"
UK002F,Birmingham,3135994,15000,node:664391430,Nightclub,Quarry Bank Liberal Club,"{""amenity"": ""nightclub"", ""name"": ""Quarry Bank Liberal Club"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:664391446,Nightclub,Quarry Bank Labour Club,"{""amenity"": ""nightclub"", ""name"": ""Quarry Bank Labour Club"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:664432827,Nightclub,Quarry Bank Conservative and Unionist Club,"{""addr:city"": ""Brierley Hill"", ""addr:housenumber"": ""29"", ""addr:postcode"": ""DY5 2JW"", ""addr:street"": ""High Street"", ""addr:suburb"": ""Quarry Bank"", ""amenity"": ""nightclub"", ""fhrs:id"": ""1553748"", ""name"": ""Quarry Bank Conservative and Unionist Club"", ""source"": ""survey"", ""source:addr"": ""FHRS Open Data""}"
UK002F,Birmingham,3135994,15000,node:674897090,Nightclub,Royal British Legion Kings Heath Memorial Club,"{""amenity"": ""nightclub"", ""name"": ""Royal British Legion Kings Heath Memorial Club"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:747311517,Audio studio,BBC Birmingham,"{""addr:city"": ""Birmingham"", ""addr:housenumber"": ""102-108"", ""addr:postcode"": ""B1 1RE"", ""addr:street"": ""Wharfside Street"", ""amenity"": ""studio"", ""check_date"": ""2025-06-17"", ""level"": ""3"", ""name"": ""BBC Birmingham"", ""studio"": ""audio"", ""wikidata"": ""Q4834792""}"
UK002F,Birmingham,3135994,15000,node:965003572,Nightclub,Elbow Room,"{""addr:city"": ""Birmingham"", ""addr:housenumber"": ""146"", ""addr:postcode"": ""B6 4US"", ""addr:street"": ""High Street"", ""amenity"": ""nightclub"", ""name"": ""Elbow Room"", ""smoking"": ""no"", ""source"": ""visual survey; estimate""}"
UK002F,Birmingham,3135994,15000,node:1135409071,Nightclub,Tunnel Club,"{""amenity"": ""nightclub"", ""name"": ""Tunnel Club"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:1294250863,Nightclub,The Core,"{""addr:city"": ""Birmingham"", ""addr:postcode"": ""B5 6NG"", ""addr:street"": ""Sherlock Street"", ""amenity"": ""nightclub"", ""name"": ""The Core""}"
UK002F,Birmingham,3135994,15000,node:1615320531,Nightclub,Chic,"{""addr:city"": ""Birmingham"", ""addr:housenumber"": ""28"", ""addr:postcode"": ""B1 1DD"", ""addr:street"": ""Horsefair"", ""amenity"": ""nightclub"", ""fhrs:id"": ""603440"", ""name"": ""Chic"", ""source"": ""survey"", ""source:addr"": ""FHRS Open Data""}"
UK002F,Birmingham,3135994,15000,node:1615320532,Nightclub,Honey,"{""amenity"": ""nightclub"", ""name"": ""Honey"", ""source"": ""survey""}"
UK002F,Birmingham,3135994,15000,node:1615320535,Nightclub,anjo,"{""amenity"": ""nightclub"", ""name"": ""anjo""}"
UK002F,Birmingham,3135994,15000,node:1687103197,Nightclub,Honey Club,"{""addr:city"": ""Solihull"", ""addr:county"": ""West Midlands"", ""addr:housenumber"": ""76A"", ""addr:postcode"": ""B91 3TA"", ""addr:street"": ""High Street"", ""amenity"": ""nightclub"", ""fhrs:id"": ""1529355"", ""name"": ""Honey Club"", ""source"": ""visual survey; estimate"", ""source:addr"": ""FHRS Open Data""}"
UK002F,Birmingham,3135994,15000,node:2142641275,Nightclub,Great Barr Conservative Club,"{""addr:housenumber"": ""6A"", ""addr:postcode"": ""B43 6BN"", ""addr:street"": ""Newton Road"", ""amenity"": ""nightclub"", ""fhrs:id"": ""1176973"", ""name"": ""Great Barr Conservative Club"", ""opening_hours"": ""Tu 19:00-23:00; We,Th 19:00-23:30; Fr 19:00-24:00; Sa 12:00-24:00; Su 12:00-15:00,19:30-23:30"", ""source:addr"": ""FHRS Open Data"", ""website"": ""https://www.greatbarrcons.co.uk/""}"
UK002F,Birmingham,3135994,15000,node:2519321005,Music shop,Swordfish,"{""addr:city"": ""Birmingham"", ""addr:postcode"": ""B4 7LX"", ""addr:street"": ""Dalton Street"", ""name"": ""Swordfish"", ""shop"": ""music""}"
UK002F,Birmingham,3135994,15000,node:2535904197,Music shop,HMV,"{""brand"": ""HMV"", ""brand:wikidata"": ""Q10854572"", ""brand:wikipedia"": ""en:HMV"", ""level"": ""1"", ""name"": ""HMV"", ""opening_hours"": ""Mo-Sa 09:00-20:00; Su 11:00-17:00"", ""shop"": ""music"", ""wheelchair"": ""yes""}"
UK002F,Birmingham,3135994,15000,node:2556578556,Nightclub,Glamorous,"{""amenity"": ""nightclub"", ""name"": ""Glamorous""}"
UK002F,Birmingham,3135994,15000,node:2556578578,Nightclub,Woo Woo,"{""amenity"": ""nightclub"", ""name"": ""Woo Woo""}"
UK002F,Birmingham,3135994,15000,node:2694595384,Nightclub,Platinum Plaza,"{""addr:housenumber"": ""251"", ""addr:postcode"": ""B64 6JD"", ""addr:street"": ""Halesowen Road"", ""amenity"": ""nightclub"", ""fhrs:id"": ""88410"", ""name"": ""Platinum Plaza"", ""source:addr"": ""FHRS Open Data""}"
UK002F,Birmingham,3135994,15000,node:2694709757,Nightclub,Regis Hall and Resturant,"{""amenity"": ""nightclub"", ""name"": ""Regis Hall and Resturant""}"
UK002F,Birmingham,3135994,15000,node:2697439993,Nightclub,Promarco Promotions,"{""amenity"": ""nightclub"", ""name"": ""Promarco Promotions""}"
UK002F,Birmingham,3135994,15000,node:2697481562,Music shop,PRO MUSIC,"{""name"": ""PRO MUSIC"", ""shop"": ""music""}"
UK002F,Birmingham,3135994,15000,node:2790573196,Nightclub,Underground,"{""amenity"": ""nightclub"", ""level"": ""-1"", ""min_age"": ""18"", ""name"": ""Underground"", ""opening_hours"": ""We 23:00-04:00; Sa 23:00-04:00"", ""operator"": ""Guild of Students"", ""smoking"": ""outside""}"
UK002F,Birmingham,3135994,15000,node:2803016618,Nightclub,Saint Patricks Private Members Club,"{""amenity"": ""nightclub"", ""name"": ""Saint Patricks Private Members Club"", ""source"": ""OSM Note""}"
UK002F,Birmingham,3135994,15000,node:2946730903,Nightclub,Fever,"{""amenity"": ""nightclub"", ""name"": ""Fever""}"
UK002F,Birmingham,3135994,15000,node:2946731042,Nightclub,Vogue,"{""amenity"": ""nightclub"", ""name"": ""Vogue""}"
UK002F,Birmingham,3135994,15000,node:2963306556,Nightclub,The Mill,"{""addr:city"": ""Birmingham"", ""addr:housenumber"": ""29"", ""addr:postcode"": ""B9 4AG"", ""addr:street"": ""Lower Trinity Street"", ""alt_name"": ""The Mill Digbeth"", ""amenity"": ""nightclub"", ""name"": ""The Mill"", ""phone"": ""+44 121 771 4391"", ""source"": ""survey"", ""website"": ""https://www.themilldigbeth.com/""}"
UK002F,Birmingham,3135994,15000,node:2995130187,Arts centre,Black Country Atelier,"{""amenity"": ""arts_centre"", ""name"": ""Black Country Atelier""}"
UK002F,Birmingham,3135994,15000,node:3117288068,Nightclub,Snobs,"{""addr:city"": ""Birmingham"", ""addr:country"": ""GB"", ""addr:housenumber"": ""200"", ""addr:postcode"": ""B15 1SU"", ""addr:street"": ""Broad Street"", ""alt_name"": ""Snobs Birmingham"", ""amenity"": ""nightclub"", ""min_age"": ""18"", ""name"": ""Snobs"", ""phone"": ""+44 121 643 5551"", ""website"": ""https://www.snobsnightclub.co.uk/"", ""wikidata"": ""Q18162338""}"
UK002F,Birmingham,3135994,15000,node:3181847518,Arts centre,Museum of Islamic Arts and Heritage,"{""amenity"": ""arts_centre"", ""name"": ""Museum of Islamic Arts and Heritage""}"
UK002F,Birmingham,3135994,15000,node:3208290620,Arts centre,Birmingham Open Media,"{""addr:city"": ""Birmingham"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""B5 4EG"", ""addr:street"": ""Dudley Street"", ""amenity"": ""arts_centre"", ""name"": ""Birmingham Open Media"", ""website"": ""https://www.bom.org.uk/""}"
UK002F,Birmingham,3135994,15000,node:3502063705,Arts centre,Birmingham Music School,"{""amenity"": ""arts_centre"", ""name"": ""Birmingham Music School""}"
UK002F,Birmingham,3135994,15000,node:3947785016,University,University of Birmingham School of Dentistry,"{""amenity"": ""university"", ""name"": ""University of Birmingham School of Dentistry""}"
UK002F,Birmingham,3135994,15000,node:4314028306,Arts centre,Aldridge Arena and Banqueting,"{""amenity"": ""arts_centre"", ""name"": ""Aldridge Arena and Banqueting""}"
UK002F,Birmingham,3135994,15000,node:4364534438,Music shop,HMV,"{""addr:city"": ""Birmingham"", ""addr:housenumber"": ""31"", ""addr:postcode"": ""B4 7LN"", ""addr:street"": ""Dale End"", ""branch"": ""Vault"", ""brand"": ""HMV"", ""brand:wikidata"": ""Q10854572"", ""brand:wikipedia"": ""en:HMV"", ""name"": ""HMV"", ""opening_hours"": ""Mo-Sa 09:00-17:30; Su 11:00-17:00"", ""shop"": ""music""}"
UK002F,Birmingham,3135994,15000,node:4564380101,Music shop,The Music Store,"{""name"": ""The Music Store"", ""shop"": ""music""}"
UK002F,Birmingham,3135994,15000,node:4564402766,Music shop,HMV,"{""brand"": ""HMV"", ""brand:wikidata"": ""Q10854572"", ""brand:wikipedia"": ""en:HMV"", ""name"": ""HMV"", ""shop"": ""music""}"
UK002F,Birmingham,3135994,15000,node:4902194188,Arts centre,West Midlands Centre for Circus & Physical Theatre,"{""amenity"": ""arts_centre"", ""name"": ""West Midlands Centre for Circus & Physical Theatre"", ""url"": ""http://www.rogueplay.co.uk/west-midlands-creation-centre""}"
UK002F,Birmingham,3135994,15000,node:5021845623,Arts centre,Ruddock Performing Arts Centre,"{""addr:postcode"": ""B15 2UB"", ""amenity"": ""arts_centre"", ""building"": ""yes"", ""name"": ""Ruddock Performing Arts Centre""}"
UK002F,Birmingham,3135994,15000,node:5208305185,Arts centre,Centrala,"{""addr:city"": ""Birmingham"", ""addr:housenumber"": ""158"", ""addr:postcode"": ""B5 5RT"", ""addr:street"": ""Fazeley Street"", ""addr:unit"": ""4"", ""amenity"": ""arts_centre"", ""name"": ""Centrala"", ""website"": ""https://centrala-shop.co.uk/""}"
UK002F,Birmingham,3135994,15000,node:5562950662,Nightclub,Rosies,"{""addr:city"": ""Birmingham"", ""addr:housenumber"": ""259-262"", ""addr:postcode"": ""B1 2HF"", ""addr:street"": ""Broad Street"", ""alt_name"": ""Rosies Birmingham"", ""amenity"": ""nightclub"", ""fhrs:id"": ""1106256"", ""name"": ""Rosies"", ""operator"": ""Stonegate"", ""operator:wikidata"": ""Q7619176"", ""website"": ""https://www.rosiesclubs.co.uk/birmingham""}"
UK002F,Birmingham,3135994,15000,node:5612366974,Nightclub,Blackheath Coronation Social Club,"{""addr:postcode"": ""B65 9BD"", ""addr:street"": ""George Avenue"", ""amenity"": ""nightclub"", ""fhrs:id"": ""1176988"", ""name"": ""Blackheath Coronation Social Club"", ""source:addr"": ""FHRS Open Data""}"
