popularity_rank,spotify_name,returned_spotify_id,monthly_listeners,origin_cluster,mapping_tier,mapping_method,fua_code,official_fua_name,study_city_label,population_year,population,notes
65,Jamiroquai,6J7biCazzYhU3gM9j1wfid,9068742,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
66,Iron Maiden,6mdiAmATAx73kdxrNrnlao,9029433,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
67,Toploader,6xeFne1rkxMhKSW3ipvkdV,8829850,Eastbourne,strict,official_oecd_municipality_crosswalk,UK055F,Eastbourne,Eastbourne,2024.0,104259.0,The official OECD municipality list assigns Eastbourne to Eastbourne FUA.
68,New Order,0yNLKJebCb8Aueb54LYya3,8786188,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2024.0,3595966.0,The official OECD municipality list assigns Manchester to Manchester FUA.
69,Massive Attack,6FXMGgJwohJLUSr5nVlf9X,8692931,Bristol,strict,exact_fua_label,UK011F,Bristol,Bristol,2024.0,1025309.0,Origin matches an official or study FUA label.
70,The Who,67ea9eGLXYMsO2eYQRui3w,8659112,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
71,D-Block Europe,5VadK1havLhK1OpKYsXv9y,8351560,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
72,alt-J,3XHO7cRUPCLOr6jwp8vsx5,8110938,Leeds,strict,official_oecd_municipality_crosswalk,UK003F,Leeds,Leeds,2024.0,3070506.0,The official OECD municipality list assigns Leeds to Leeds FUA.
73,The Proclaimers,1A92IAcd7A6npCA33oGM5i,8100195,Auchtermuchty,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
74,Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,7999321,Birmingham,strict,official_oecd_municipality_crosswalk,UK002F,West Midlands urban area,Birmingham,2024.0,3247941.0,The official OECD municipality list assigns Birmingham to West Midlands urban area FUA.
75,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,7864488,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
76,Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,7695790,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
77,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,7552797,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
78,Goodboys,2nm38smINjms1LtczR0Cei,7292613,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
79,The Wanted,2NhdGz9EDv2FeUw6udu2g1,7143333,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
80,Culture Club,6kz53iCdBSqhQCZ21CoLcc,7076755,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
81,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,6998809,Hertford,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns East Hertfordshire to London FUA.
82,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,6950019,Brighton,strict,official_oecd_municipality_crosswalk,UK515F,Brighton and Hove,Brighton and Hove,2024.0,451122.0,The official OECD municipality list assigns Brighton and Hove to Brighton and Hove FUA.
83,La Roux,3K2zB87GZv1krx031en5VA,6858904,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
84,10cc,6i6WlGzQtXtz7GcC5H5st5,6808182,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2024.0,3595966.0,The official OECD municipality list assigns Manchester to Manchester FUA.
85,CamelPhat,240wlM8vDrf6S4zCyzGj2W,6543464,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2024.0,1597536.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
86,Take That,1XgFuvRd7r5g0h844A5ZUQ,6539015,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2024.0,3595966.0,The official OECD municipality list assigns Manchester to Manchester FUA.
87,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,6249726,Middlesbrough,strict,official_oecd_municipality_crosswalk,UK559F,Middlesbrough,Middlesbrough,2024.0,600369.0,The official OECD municipality list assigns Middlesbrough to Middlesbrough FUA.
88,The Vamps,7gAppWoH7pcYmphCVTXkzs,6167219,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
89,The Human League,1aX2dmV8XoHYCOQRxjPESG,6085844,Sheffield,strict,official_oecd_municipality_crosswalk,UK010F,Sheffield,Sheffield,2024.0,1217504.0,The official OECD municipality list assigns Sheffield to Sheffield FUA.
90,Pretenders,0GByy3DcfbQwDvXGCWmzv9,6044974,Hereford,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
91,AlunaGeorge,2VAnyOxzJuSAj7XIuEOT38,6010368,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
92,Portishead,6liAMWkVf5LH7YR9yfFy1Y,5958911,Bristol,strict,exact_fua_label,UK011F,Bristol,Bristol,2024.0,1025309.0,Origin matches an official or study FUA label.
93,Frou Frou,6MUyqmIQ35inLjch0YzIEG,5930276,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
94,Soft Cell,6aq8T2RcspxVOGgMrTzjWc,5766246,Leeds,strict,official_oecd_municipality_crosswalk,UK003F,Leeds,Leeds,2024.0,3070506.0,The official OECD municipality list assigns Leeds to Leeds FUA.
95,Stealers Wheel,7bPU7cvfoD20ixGD9Qnqki,5726001,Paisley,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2024.0,1895840.0,"The official OECD municipality list assigns East Renfrewshire, Glasgow City, Renfrewshire to Glasgow FUA."
96,Katrina & The Waves,2TzHIUhVpeeDxyJPpQfnV3,5671000,Cambridge,strict,official_oecd_municipality_crosswalk,UK017F,Cambridge,Cambridge,2024.0,414802.0,The official OECD municipality list assigns Cambridge to Cambridge FUA.
97,LF SYSTEM,0HxX6imltnNXJyQhu4nsiO,5611864,West Lothian,strict,official_oecd_municipality_crosswalk,UK007F,Edinburgh,Edinburgh,2024.0,932180.0,The official OECD municipality list assigns West Lothian to Edinburgh FUA.
98,Everything But The Girl,13ccXrK7AmXb4TddMkE7jy,5607393,Kingston upon Hull,strict,official_oecd_municipality_crosswalk,UK026F,Kingston upon Hull,Hull,2024.0,631285.0,The official OECD municipality list assigns East Riding of Yorkshire to Kingston upon Hull FUA.
99,The La's,47Z8LEl3LnQkcpva0xSthT,5581915,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2024.0,1597536.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
100,The xx,3iOvXCl6edW5Um0fXEBRXy,5459918,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
101,The Cinematic Orchestra,32ogthv0BdaSMPml02X9YB,5329785,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
102,Fine Young Cannibals,20p5D2KrE8CGuOjHtxsyTp,5309505,Birmingham,strict,official_oecd_municipality_crosswalk,UK002F,West Midlands urban area,Birmingham,2024.0,3247941.0,The official OECD municipality list assigns Birmingham to West Midlands urban area FUA.
103,Stereophonics,21UJ7PRWb3Etgsu99f8yo8,5187258,Cwmaman,strict,official_oecd_municipality_crosswalk,UK009F,Cardiff,Cardiff,2024.0,939371.0,The official OECD municipality list assigns Rhondda Cynon Taf to Cardiff FUA.
104,Bush,78SHxLdtysAXgywQ4vE0Oa,5127264,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
105,Cocteau Twins,5Wabl1lPdNOeIn0SQ5A1mp,5124023,Grangemouth,strict,official_oecd_municipality_crosswalk,UK551F,Falkirk,Falkirk,2024.0,160020.0,The official OECD municipality list assigns Falkirk to Falkirk FUA.
106,Bullet For My Valentine,7iWiAD5LLKyiox2grgfmUT,5036374,Bridgend,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
107,The Prodigy,4k1ELeJKT1ISyDv8JivPpB,5031555,Braintree,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
108,The Zombies,2jgPkn6LuUazBoBk6vvjh5,5025277,St Albans,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns St Albans to London FUA.
109,Hot Chocolate,72VzFto8DYvKHocaHYNWSi,5017699,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
110,The Alan Parsons Project,2m62cc253Xvd9qYQ8d2X3d,4991688,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
111,Chase & Status,3jNkaOXasoc7RsxdchvEVq,4913546,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
112,Wings,3sFhA6G1N0gG1pszb6kk1m,4863252,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
113,Hurts,3w4VAlllkAWI6m0AV0Gn6a,4854547,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2024.0,3595966.0,The official OECD municipality list assigns Manchester to Manchester FUA.
114,Erasure,0z5DFXmhT4ZNzWElsM7V89,4832016,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
115,Chumbawamba,0TcYeHEK9sBtv7xPbKhzHz,4700579,Burnley,strict,official_oecd_municipality_crosswalk,UK050F,Burnley,Burnley,2024.0,199010.0,The official OECD municipality list assigns Burnley to Burnley FUA.
116,A Flock Of Seagulls,0uAjBatvB4ubpd4kCfjmNt,4670482,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2024.0,1597536.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
117,Slowdive,72X6FHxaShda0XeQw3vbeF,4658345,Reading,strict,official_oecd_municipality_crosswalk,UK552F,Reading,Reading,2024.0,370107.0,"The official OECD municipality list assigns Reading, Wokingham to Reading FUA."
118,Supergrass,0sHeX8oQ6o7xic3wMf4NBU,4645328,Oxford,strict,official_oecd_municipality_crosswalk,UK560F,Oxford,Oxford,2024.0,606748.0,The official OECD municipality list assigns Oxford to Oxford FUA.
119,Cream,74oJ4qxwOZvX6oSsu1DGnw,4518268,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
120,Motörhead,1DFr97A9HnbV3SKTJFu62M,4453633,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
121,Yes,7AC976RDJzL2asmZuz7qil,4447983,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
122,Nazareth,6fvN9GmMCVKb5LY0WsnjFP,4341186,Dunfermline,reviewed_extended,reviewed_legacy_assignment,UK007F,Edinburgh,Edinburgh,2024.0,932180.0,Preserved from the reviewed top-200 mapping because the official municipality crosswalk does not resolve the reported place. Prior note: Preserved from the reviewed top-200 mapping because the official municipality crosswalk does not resolve the reported place. Prior note: Included only in the extended sensitivity view as a reviewed association with Edinburgh FUA.
123,Foals,6FQqZYVfTNQ1pCqfkwVFEa,4201622,Oxford,strict,official_oecd_municipality_crosswalk,UK560F,Oxford,Oxford,2024.0,606748.0,The official OECD municipality list assigns Oxford to Oxford FUA.
124,Sidewalks and Skeletons,48nHO1cuTbpx4ELhChsxX1,4198181,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
125,LSD,6IZ4ctovY9dl7bgHClAvKJ,4191261,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
126,FLO,0s4kXsjYeH0S1xRyVGN4NO,4183163,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
127,The Foundations,4GITZM5LCR2KcdlgEOrNLD,4165829,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
128,CHVRCHES,3CjlHNtplJyTf9npxaPl5w,4152413,Glasgow,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2024.0,1895840.0,"The official OECD municipality list assigns East Dunbartonshire, Glasgow City, North Lanarkshire to Glasgow FUA."
129,Maribou State,7zrkALJ9ayRjzysp4QYoEg,4147945,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
