popularity_rank,spotify_name,returned_spotify_id,monthly_listeners,origin_cluster,mapping_tier,mapping_method,fua_code,official_fua_name,study_city_label,population_year,population,notes
28,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,18288641,Birmingham,strict,official_oecd_municipality_crosswalk,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,The official OECD municipality list assigns Birmingham to West Midlands urban area FUA.
29,The Outfield,1zxDewzd2j1ZdSBGaYcr0y,17941634,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
30,Depeche Mode,762310PdDnwsDxAQxzQkfX,17667155,Basildon,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,The official OECD municipality list assigns Basildon to London FUA.
31,America,35U9lQaRWSQISxQAB94Meo,17384987,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
32,The Verve,2cGwlqi3k18jFpUyTrsR84,16374768,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
33,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,15134650,Birmingham,strict,official_oecd_municipality_crosswalk,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,The official OECD municipality list assigns Birmingham to West Midlands urban area FUA.
34,Eurythmics,0NKDgy9j66h3DLnN8qu1bB,14843560,Sunderland,strict,official_oecd_municipality_crosswalk,UK510F,Sunderland,Sunderland,2021.0,274378.0,The official OECD municipality list assigns Sunderland to Sunderland FUA.
35,Little Mix,3e7awlrlDSwF3iM0WBjGMp,14779473,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
36,The Clash,3RGLhK1IP9jnYFH4BRFJBS,14589467,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
37,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,14381934,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
38,Blur,7MhMgCo0Bl0Kukl93PZbYS,14009757,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
39,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,13707032,Sheffield,strict,official_oecd_municipality_crosswalk,UK010F,Sheffield,Sheffield,2021.0,1168389.0,The official OECD municipality list assigns Sheffield to Sheffield FUA.
40,Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,13274460,Dundee,strict,official_oecd_municipality_crosswalk,UK550F,Dundee City,Dundee City,2021.0,261740.0,"The official OECD municipality list assigns Angus, Dundee City to Dundee City FUA."
41,Spice Girls,0uq5PttqEjj3IH1bzwcrXF,12877807,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
42,The Animals,3ICflSq6ZgYAIrm2CTkfVP,12324330,Newcastle upon Tyne,strict,official_oecd_municipality_crosswalk,UK013F,Newcastle upon Tyne,Newcastle,2021.0,1173303.0,"The official OECD municipality list assigns Newcastle upon Tyne, Northumberland to Newcastle upon Tyne FUA."
43,Rudimental,4WN5naL3ofxrVBgFpguzKo,11737472,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
44,Faithless,5T4UKHhr4HGIC0VzdZQtAE,11726956,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
45,Disciples,5EehXjjMktLuJmbRsM7YfB,11691137,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
46,Jungle,59oA5WbbQvomJz2BuRG071,11614048,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
47,bôa,5jTtGLk1mGFMY5lQOvJYUj,11444869,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
48,Cutting Crew,3cniTumSiUysiPWXapGx1i,10972839,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
49,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,10807735,Glasgow,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2021.0,1831890.0,"The official OECD municipality list assigns East Dunbartonshire, Glasgow City, North Lanarkshire to Glasgow FUA."
50,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,10792689,Sheffield,strict,official_oecd_municipality_crosswalk,UK010F,Sheffield,Sheffield,2021.0,1168389.0,The official OECD municipality list assigns Sheffield to Sheffield FUA.
51,Pet Shop Boys,2ycnb8Er79LoH2AsR5ldjh,10634217,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
52,The Hollies,6waa8mKu91GjzD4NlONlNJ,10112715,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
53,Wham!,5lpH0xAS4fVfLkACg9DAuM,10018855,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
54,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,9884423,Bangor,strict,official_oecd_municipality_crosswalk,UK012F,Belfast,Belfast,2021.0,803943.0,The official OECD municipality list assigns Ards and North Down to Belfast FUA.
55,The Stranglers,0RUEHcBiENFEqxgicqS2ig,9836875,Guildford,strict,official_oecd_municipality_crosswalk,UK033F,Guildford,Guildford,2021.0,272893.0,The official OECD municipality list assigns Guildford to Guildford FUA.
56,Simple Minds,6hN9F0iuULZYWXppob22Aj,9628717,Glasgow,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2021.0,1831890.0,"The official OECD municipality list assigns East Dunbartonshire, Glasgow City, North Lanarkshire to Glasgow FUA."
57,Bronski Beat,2wpWOzQE5TpA0dVnh5YD08,9566679,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
58,Seafret,4Ly0KABsxlx4fNj63zJTrF,9520023,Bridlington,strict,official_oecd_municipality_crosswalk,UK026F,Kingston upon Hull,Hull,2021.0,609661.0,The official OECD municipality list assigns East Riding of Yorkshire to Kingston upon Hull FUA.
59,Genesis,3CkvROUTQ6nRi9yQOcsB50,9434858,Godalming,strict,official_oecd_municipality_crosswalk,UK033F,Guildford,Guildford,2021.0,272893.0,The official OECD municipality list assigns Waverley to Guildford FUA.
60,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,9335819,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
61,UB40,69MEO1AADKg1IZrq2XLzo5,9327767,Birmingham,strict,official_oecd_municipality_crosswalk,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,The official OECD municipality list assigns Birmingham to West Midlands urban area FUA.
62,The Chemical Brothers,1GhPHrq36VKCY3ucVaZCfo,9143502,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
63,Simply Red,1fa0cOhromAZdq2xRA4vv8,9097250,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
64,Jamiroquai,6J7biCazzYhU3gM9j1wfid,9068742,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
65,Iron Maiden,6mdiAmATAx73kdxrNrnlao,9029433,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
66,Toploader,6xeFne1rkxMhKSW3ipvkdV,8829850,Eastbourne,strict,official_oecd_municipality_crosswalk,UK055F,Eastbourne,Eastbourne,2021.0,101601.0,The official OECD municipality list assigns Eastbourne to Eastbourne FUA.
67,New Order,0yNLKJebCb8Aueb54LYya3,8786188,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
68,Massive Attack,6FXMGgJwohJLUSr5nVlf9X,8692931,Bristol,strict,exact_fua_label,UK011F,Bristol,Bristol,2021.0,979556.0,Origin matches an official or study FUA label.
69,The Who,67ea9eGLXYMsO2eYQRui3w,8659112,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
70,D-Block Europe,5VadK1havLhK1OpKYsXv9y,8351560,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
71,alt-J,3XHO7cRUPCLOr6jwp8vsx5,8110938,Leeds,strict,official_oecd_municipality_crosswalk,UK003F,Leeds,Leeds,2021.0,2969034.0,The official OECD municipality list assigns Leeds to Leeds FUA.
72,The Proclaimers,1A92IAcd7A6npCA33oGM5i,8100195,Auchtermuchty,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
73,Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,7999321,Birmingham,strict,official_oecd_municipality_crosswalk,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,The official OECD municipality list assigns Birmingham to West Midlands urban area FUA.
74,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,7864488,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
75,Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,7695790,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
76,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,7552797,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
77,Goodboys,2nm38smINjms1LtczR0Cei,7292613,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
78,The Wanted,2NhdGz9EDv2FeUw6udu2g1,7143333,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
79,Culture Club,6kz53iCdBSqhQCZ21CoLcc,7076755,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
80,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,6998809,Hertford,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,The official OECD municipality list assigns East Hertfordshire to London FUA.
81,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,6950019,Brighton,strict,official_oecd_municipality_crosswalk,UK515F,Brighton and Hove,Brighton and Hove,2021.0,441252.0,The official OECD municipality list assigns Brighton and Hove to Brighton and Hove FUA.
82,La Roux,3K2zB87GZv1krx031en5VA,6858904,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
83,10cc,6i6WlGzQtXtz7GcC5H5st5,6808182,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
84,CamelPhat,240wlM8vDrf6S4zCyzGj2W,6543464,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2021.0,1540817.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
85,Take That,1XgFuvRd7r5g0h844A5ZUQ,6539015,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
86,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,6249726,Middlesbrough,strict,official_oecd_municipality_crosswalk,UK559F,Middlesbrough,Middlesbrough,2021.0,570155.0,The official OECD municipality list assigns Middlesbrough to Middlesbrough FUA.
87,The Vamps,7gAppWoH7pcYmphCVTXkzs,6167219,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
88,The Human League,1aX2dmV8XoHYCOQRxjPESG,6085844,Sheffield,strict,official_oecd_municipality_crosswalk,UK010F,Sheffield,Sheffield,2021.0,1168389.0,The official OECD municipality list assigns Sheffield to Sheffield FUA.
89,Pretenders,0GByy3DcfbQwDvXGCWmzv9,6044974,Hereford,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
90,AlunaGeorge,2VAnyOxzJuSAj7XIuEOT38,6010368,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
91,Portishead,6liAMWkVf5LH7YR9yfFy1Y,5958911,Bristol,strict,exact_fua_label,UK011F,Bristol,Bristol,2021.0,979556.0,Origin matches an official or study FUA label.
92,Frou Frou,6MUyqmIQ35inLjch0YzIEG,5930276,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
93,Soft Cell,6aq8T2RcspxVOGgMrTzjWc,5766246,Leeds,strict,official_oecd_municipality_crosswalk,UK003F,Leeds,Leeds,2021.0,2969034.0,The official OECD municipality list assigns Leeds to Leeds FUA.
94,Stealers Wheel,7bPU7cvfoD20ixGD9Qnqki,5726001,Paisley,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2021.0,1831890.0,"The official OECD municipality list assigns East Renfrewshire, Glasgow City, Renfrewshire to Glasgow FUA."
95,Katrina & The Waves,2TzHIUhVpeeDxyJPpQfnV3,5671000,Cambridge,strict,official_oecd_municipality_crosswalk,UK017F,Cambridge,Cambridge,2021.0,396189.0,The official OECD municipality list assigns Cambridge to Cambridge FUA.
96,LF SYSTEM,0HxX6imltnNXJyQhu4nsiO,5611864,West Lothian,strict,official_oecd_municipality_crosswalk,UK007F,Edinburgh,Edinburgh,2021.0,893610.0,The official OECD municipality list assigns West Lothian to Edinburgh FUA.
97,Everything But The Girl,13ccXrK7AmXb4TddMkE7jy,5607393,Kingston upon Hull,strict,official_oecd_municipality_crosswalk,UK026F,Kingston upon Hull,Hull,2021.0,609661.0,The official OECD municipality list assigns East Riding of Yorkshire to Kingston upon Hull FUA.
98,The La's,47Z8LEl3LnQkcpva0xSthT,5581915,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2021.0,1540817.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
99,The xx,3iOvXCl6edW5Um0fXEBRXy,5459918,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
100,Fine Young Cannibals,20p5D2KrE8CGuOjHtxsyTp,5309505,Birmingham,strict,official_oecd_municipality_crosswalk,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,The official OECD municipality list assigns Birmingham to West Midlands urban area FUA.
101,Stereophonics,21UJ7PRWb3Etgsu99f8yo8,5187258,Cwmaman,strict,official_oecd_municipality_crosswalk,UK009F,Cardiff,Cardiff,2021.0,905859.0,The official OECD municipality list assigns Rhondda Cynon Taf to Cardiff FUA.
102,Bush,78SHxLdtysAXgywQ4vE0Oa,5127264,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
103,Cocteau Twins,5Wabl1lPdNOeIn0SQ5A1mp,5124023,Grangemouth,strict,official_oecd_municipality_crosswalk,UK551F,Falkirk,Falkirk,2021.0,158760.0,The official OECD municipality list assigns Falkirk to Falkirk FUA.
104,Bullet For My Valentine,7iWiAD5LLKyiox2grgfmUT,5036374,Bridgend,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
105,The Prodigy,4k1ELeJKT1ISyDv8JivPpB,5031555,Braintree,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
106,The Zombies,2jgPkn6LuUazBoBk6vvjh5,5025277,St Albans,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,The official OECD municipality list assigns St Albans to London FUA.
107,Hot Chocolate,72VzFto8DYvKHocaHYNWSi,5017699,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
108,The Alan Parsons Project,2m62cc253Xvd9qYQ8d2X3d,4991688,Glasgow,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2021.0,1831890.0,"The official OECD municipality list assigns East Dunbartonshire, Glasgow City, North Lanarkshire to Glasgow FUA."
109,Chase & Status,3jNkaOXasoc7RsxdchvEVq,4913546,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
110,Wings,3sFhA6G1N0gG1pszb6kk1m,4863252,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
111,Hurts,3w4VAlllkAWI6m0AV0Gn6a,4854547,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
